Current Time,Latitude,Longitude,Time,GPS_Altitude,GPS_Speed,Number of Satellites
2019-05-18 16:11,46.008354,-72.735825,996623,1183.099976,58.949162,9
2019-05-18 16:11,46.008350,-72.735817,996681,1179.900024,58.949162,9
2019-05-18 16:11,46.008350,-72.735817,996740,1179.900024,57.523121,9
2019-05-18 16:11,46.008350,-72.735817,996798,1179.900024,57.523121,9
2019-05-18 16:11,46.008343,-72.735809,996915,1176.800049,57.523121,9
2019-05-18 16:11,46.008343,-72.735809,996973,1176.800049,55.726681,9
2019-05-18 16:11,46.008343,-72.735809,997031,1176.800049,55.726681,9
2019-05-18 16:11,46.008324,-72.735786,997090,1175.500000,55.726681,9
2019-05-18 16:11,46.008339,-72.735748,998431,1152.000000,50.522560,9
2019-05-18 16:11,46.008358,-72.735748,998490,1146.000000,50.522560,9
2019-05-18 16:11,46.008358,-72.735748,998565,1146.000000,49.855839,9
2019-05-18 16:11,46.008278,-72.735237,1002084,1101.400024,63.227280,9
2019-05-18 16:11,46.008369,-72.735161,1003272,1078.599976,52.633839,9
2019-05-18 16:11,46.008369,-72.735161,1003331,1078.599976,51.541161,9
2019-05-18 16:11,46.008369,-72.735161,1003391,1078.599976,51.541161,9
2019-05-18 16:11,46.008369,-72.735161,1003450,1078.599976,51.541161,9
2019-05-18 16:11,46.008442,-72.735023,1004816,1062.099976,49.281719,9
2019-05-18 16:11,46.008450,-72.735001,1004875,1060.300049,49.281719,9
2019-05-18 16:11,46.008450,-72.735001,1004934,1060.300049,49.837318,9
2019-05-18 16:11,46.008450,-72.735001,1004994,1060.300049,49.837318,9
2019-05-18 16:11,46.008450,-72.734970,1005112,1058.800049,49.837318,9
2019-05-18 16:11,46.008450,-72.734970,1005172,1058.800049,50.300323,9
2019-05-18 16:11,46.008450,-72.734970,1005231,1058.800049,50.300323,9
2019-05-18 16:11,46.008385,-72.734856,1005647,1065.300049,52.115280,9
2019-05-18 16:11,46.008385,-72.734825,1005706,1063.500000,52.115280,9
2019-05-18 16:11,46.008385,-72.734825,1005766,1063.500000,52.467159,9
2019-05-18 16:11,46.008492,-72.734688,1006894,1051.599976,47.040802,9
2019-05-18 16:11,46.008492,-72.734688,1006953,1051.599976,44.725800,9
2019-05-18 16:11,46.008492,-72.734688,1007012,1051.599976,44.725800,9
2019-05-18 16:11,46.008503,-72.734665,1007072,1048.400024,44.725800,9
2019-05-18 16:11,46.008492,-72.734688,1006894,1051.599976,47.040802,9
2019-05-18 16:11,46.008492,-72.734688,1006953,1051.599976,44.725800,9
2019-05-18 16:11,46.008492,-72.734688,1007012,1051.599976,44.725800,9
2019-05-18 16:11,46.008503,-72.734665,1007072,1048.400024,44.725800,9
2019-05-18 16:11,46.008583,-72.734589,1008259,1030.199951,35.354679,9
2019-05-18 16:11,46.008583,-72.734589,1008319,1030.199951,35.354679,9
2019-05-18 16:11,46.008583,-72.734589,1008378,1030.199951,34.687958,9
